order,expected_use_time
308,351.3524224770502
309,425.2923809446747
310,338.1349553352263
311,387.5490995127921
312,509.8580616564709
313,398.8494250635289
314,437.01999482526196
315,381.05306794416623
316,510.34647885013396
317,457.3701421565001
318,380.1741412749674
319,494.81796972378856
320,790.4987502903978
321,338.1349553352263
322,408.80499128021
323,578.6686166809086
324,510.34647885013396
325,36.924901843644996
326,453.861676597502
327,251.74578566761443
328,511.0987343011483
329,281.02263862207434
330,154.72188155758636
331,382.42837054158093
332,702.6612579413537
333,338.1349553352263
334,335.20339207003383
335,36.924901843644996
336,299.44154219416447
337,36.924901843644996
338,36.924901843644996
339,573.7848058627588
340,80.51032112263312
341,399.19775388196706
342,391.3640006019495
343,265.4512413078882
344,893.930850441986
345,388.7413475881385
346,388.7413475881385
347,241.07439338635754
348,269.4481161236448
349,391.0254580847409
350,484.50139674798555
351,333.07233768397697
352,36.924901843644996
353,300.84847485874536
354,258.5940862989369
355,626.4313935271658
356,901.2343723842513
357,101.24697976117746
358,484.50139674798555
359,687.6756600145848
360,1001.7636149678605
361,36.924901843644996
362,603.4602855088739
363,486.56391845607277
364,599.8074050287004
365,338.1349553352263
366,288.4617430017473
367,505.69595482794864
368,1224.2986299414863
369,36.924901843644996
370,96.87005849852609
371,393.0315956634381
372,627.6335537821478
373,742.5310248210465
374,871.5609741216905
375,36.924901843644996
376,100.76558080301413
377,36.924901843644996
378,338.1349553352263
379,404.709395878848
380,360.6705508719169
381,335.2636965282493
382,396.57110640855177
383,494.81796972378856
384,570.7829793400866
385,339.0733039733125
386,101.24697976117746
387,339.0733039733125
388,465.71738306650906
389,80.51032112263312
390,702.6612579413537
391,298.08001102559956
392,314.1203475121596
393,494.81796972378856
394,783.016986603085
395,36.924901843644996
396,354.30867973288855
397,328.0182191399877
398,513.0138639772834
399,337.80666620289463
400,510.34647885013396
401,328.0182191399877
402,337.9169707601421
403,154.72188155758636
404,80.51032112263312
405,36.924901843644996
406,401.9463746966893
407,513.0138639772834
408,402.36000677353064
409,401.9463746966893
410,1004.5136381330044
411,354.30867973288855
412,430.37903099321176
413,602.9806496194699
414,642.1585448059807
415,301.8096020165818
416,513.0138639772834
417,154.72188155758636
418,492.98248839009955
419,382.9571129590837
420,732.3449136928158
421,231.11360560083588
422,402.2945755719206
423,512.2458197080163
424,264.97778809521236
425,36.924901843644996
426,407.9194152859385
427,80.51032112263312
428,513.0138639772834
429,244.73907840575473
430,800.7731926162382
431,339.0733039733125
432,386.51391959259496
433,507.9785018988066
434,1035.7370822877083
435,231.11360560083588
436,440.0515681661374
437,354.110458361608
438,226.65227770995833
439,338.1349553352263
440,807.7662914116165
441,99.1710972306926
442,36.924901843644996
443,587.3622757667619
444,465.71738306650906
445,335.20339207003383
446,702.6612579413537
447,404.7536931491938
448,283.7188497342546
449,36.924901843644996
450,299.44154219416447
451,192.55830915776963
452,301.66828147241165
453,386.51391959259496
454,338.285229171422
455,386.51391959259496
456,517.2123735424278
457,465.71738306650906
458,643.2304809543142
459,36.924901843644996
460,231.11360560083588
461,264.97778809521236
462,344.56717154917163
463,494.81796972378856
464,1193.5290556741254
465,99.1710972306926
466,281.02263862207434
467,36.924901843644996
468,36.924901843644996
469,36.924901843644996
470,281.02263862207434
471,390.5752505872338
472,342.0394997599526
473,521.1698582532593
474,269.3621913058924
475,433.4096804123149
476,410.4317967730393
477,80.51032112263312
478,643.9280339053062
479,154.72188155758636
480,96.87005849852609
481,567.8505212024814
482,426.3572899836012
483,428.1430617060105
484,921.4532220553726
485,36.924901843644996
486,36.924901843644996
487,448.9563372018263
488,387.1947220832865
489,265.4512413078882
490,80.51032112263312
491,199.96772115195495
492,199.96772115195495
493,576.2641578143657
494,424.1056958879085
495,427.3921475729323
496,954.116280516342
497,199.96772115195495
498,231.11360560083588
499,453.861676597502
500,536.2548721354234
501,468.2251787612951
502,854.0980899746345
503,390.5752505872338
504,280.21691052039773
505,675.0382548367103
506,407.23139051245664
507,447.1175178376587
508,702.6612579413537
509,279.1044330497444
510,380.52247009340556
511,281.02263862207434
512,576.2641578143657
513,380.52247009340556
514,876.9535391175667
515,96.29228256848666
516,96.87005849852609
517,494.81796972378856
518,265.4512413078882
519,265.4512413078882
520,465.71738306650906
521,96.87005849852609
522,281.02263862207434
523,571.1621788112221
524,265.4512413078882
525,386.84639326484836
526,702.6612579413537
527,545.860756562084
528,417.8724915184571
529,101.80075367331595
530,379.3381633215291
531,426.32723853400574
532,525.674662982802
533,570.6553769764488
534,579.9683771894527
535,381.7690016813189
536,385.26451252928416
537,96.87005849852609
538,101.24697976117746
539,101.80075367331595
540,656.4541740597588
541,80.51032112263312
542,265.4512413078882
543,465.71738306650906
544,845.1972876443814
545,386.51391959259496
546,582.1243839175569
547,36.924901843644996
548,818.2247680693929
549,334.2593882502665
550,292.5933606632412
551,267.06879997177464
552,661.4954195164762
553,393.96486152733405
554,655.6598148927192
555,390.5752505872338
556,465.71738306650906
557,494.81796972378856
558,264.97778809521236
559,281.02263862207434
560,447.73244344065955
561,96.87005849852609
562,36.924901843644996
563,96.87005849852609
564,421.6790015567658
565,563.5795480778913
566,424.0479731802861
567,410.9571228610494
568,987.7833623192392
569,36.924901843644996
570,96.87005849852609
571,337.48916145328093
572,426.6625877700871
573,652.568781226696
574,932.7141846972642
575,36.924901843644996
576,36.924901843644996
577,500.0871871383227
578,335.6782257687157
579,772.2274897948794
580,702.6612579413537
581,337.48916145328093
582,439.62160427215053
583,301.85651828593944
584,383.95272964039077
585,154.72188155758636
586,566.9973544250682
587,80.51032112263312
588,702.6612579413537
589,494.81796972378856
590,386.9275516694363
591,292.9562497420657
592,353.9248812806663
593,595.3071512447606
594,264.97778809521236
595,296.316812567867
596,465.71738306650906
597,339.8914137880115
598,389.4562101303842
599,346.67006004239875
600,377.7929447375842
601,389.4562101303842
602,441.453307210494
603,465.71738306650906
604,510.34647885013396
605,154.72188155758636
606,36.924901843644996
607,299.44154219416447
608,486.9604552494934
609,425.2923809446747
610,702.6612579413537
611,36.924901843644996
612,571.9973974393802
613,314.1203475121596
614,398.4609398242755
615,80.51032112263312
616,784.7294281455039
617,494.81796972378856
618,443.15187279879507
619,321.7531346377329
620,492.7457300715217
621,279.1044330497444
622,465.71738306650906
623,337.48916145328093
624,339.0733039733125
625,415.3372890466407
626,652.9059271668269
627,388.30094980220827
628,465.71738306650906
629,386.51391959259496
630,435.6675205706959
631,465.71738306650906
632,390.98888266407516
633,586.359395512959
634,1277.6583383089317
635,36.924901843644996
636,531.31615704932
637,498.02803777955785
638,894.3915783818718
639,36.924901843644996
640,646.0901681356213
641,341.31122066404686
642,1308.5368805489622
643,36.924901843644996
644,36.924901843644996
645,467.6824511378561
646,490.06804982642893
647,465.71738306650906
648,962.3037019189543
649,281.02263862207434
650,600.9918324316075
651,423.68680110195027
652,702.6612579413537
653,36.924901843644996
654,514.1347713612722
655,80.51032112263312
656,652.9059271668269
657,37.47732612850754
658,338.1349553352263
659,525.674662982802
660,1281.3088181203816
661,36.924901843644996
662,36.924901843644996
663,36.924901843644996
664,454.358231400136
665,497.3398096025478
666,589.1159335982327
667,491.6652338218095
668,953.321808516865
669,36.924901843644996
670,154.72188155758636
671,342.25349411178956
672,465.71738306650906
673,496.5864025315722
674,510.34647885013396
675,292.5933606632412
676,386.51391959259496
677,318.4682992263253
678,1469.4417457885024
679,231.98619074064803
680,399.9455038176533
681,751.3484764291263
682,1330.349552193096
683,36.924901843644996
684,36.924901843644996
685,36.924901843644996
686,485.3126433597497
687,425.6792452034482
688,594.6935541934475
689,589.1159335982327
690,1342.4985086091156
691,154.72188155758636
692,249.10261440812985
693,608.5533432033935
694,80.51032112263312
695,424.12676955788703
696,702.6612579413537
697,96.87005849852609
698,494.81796972378856
699,426.32723853400574
700,846.4004695059418
701,338.1349553352263
702,494.81796972378856
703,426.32723853400574
704,702.6612579413537
705,96.87005849852609
706,36.924901843644996
707,390.5752505872338
708,426.6625877700871
709,338.01365883879714
710,888.5518894211082
711,231.11360560083588
712,540.98605108186
713,407.95230246577216
714,516.6165663509469
715,36.924901843644996
716,36.924901843644996
717,231.11360560083588
718,225.53185135729527
719,521.1879695495766
720,510.34647885013396
721,36.924901843644996
722,264.7736599251193
723,645.8472744455971
724,702.6612579413537
725,96.87005849852609
726,96.87005849852609
727,279.1044330497444
728,538.3748095440367
729,519.1415773939185
730,642.1585448059807
731,96.87005849852609
732,446.7116169352719
733,486.0467214557655
734,449.32182781553956
735,36.924901843644996
736,447.71020667398085
737,406.6401232373726
738,368.41326643103434
739,662.2284670324522
740,702.6612579413537
741,96.87005849852609
742,389.15497966497986
743,430.06485237507934
744,642.1585448059807
745,590.5248904677597
746,586.359395512959
747,36.924901843644996
748,281.02263862207434
749,36.924901843644996
750,338.1349553352263
751,264.97778809521236
752,281.02263862207434
753,428.13712479532927
754,586.359395512959
755,80.51032112263312
756,818.1062828096847
757,654.6092664208301
758,504.4754577681277
759,674.7104601311398
760,1331.430979889294
761,36.924901843644996
762,36.924901843644996
763,299.44154219416447
764,231.11360560083588
765,530.5268552323414
766,472.2351075998826
767,588.5411637688017
768,702.6612579413537
769,299.4282222063055
770,432.66174640455034
771,253.49138466929782
772,380.52247009340556
773,281.02263862207434
774,595.6994955530574
775,265.4512413078882
776,510.34647885013396
777,281.02263862207434
778,394.29551414822816
779,663.3128730361616
780,402.9591861663085
781,511.2155108860222
782,118.66267534010605
783,386.51391959259496
784,80.51032112263312
785,424.12676955788703
786,435.8801117382263
787,389.4562101303842
788,664.0868918609551
789,402.5332000684455
790,609.1166298297856
791,252.50198874512927
792,507.05116498755285
793,301.66828147241165
794,154.72188155758636
795,733.2180379248467
796,496.3581591536333
797,586.359395512959
798,1441.644190017075
799,36.924901843644996
800,458.9152846309254
801,268.0271706769917
802,1463.3113046065077
803,36.924901843644996
804,300.97210134388126
805,483.333561448382
806,642.9440775770286
807,433.4096804123149
808,1322.9264007953598
809,299.44154219416447
810,393.79322703393404
811,433.4096804123149
812,836.1568746651906
813,234.12266090046936
814,389.15497966497986
815,742.6661363937714
816,702.6612579413537
817,99.1710972306926
818,113.03423506191542
819,666.0113833121816
820,225.53185135729527
821,510.35439402525196
822,920.8099915198446
823,339.0733039733125
824,154.72188155758636
825,655.35913770515
826,405.03727723984974
827,671.1957732024227
828,504.1660282089145
829,316.96832780970294
830,338.1349553352263
831,154.72188155758636
832,37.47732612850754
833,341.8742020012687
834,390.99121274172813
835,518.8198657558498
836,512.9649929487282
837,814.8011874468223
838,465.71738306650906
839,199.96772115195495
840,390.99121274172813
841,440.5050489159714
842,283.7188497342546
843,806.6695687932092
844,840.2938359658008
845,494.81796972378856
846,426.65507670675635
847,391.4048448185695
848,478.3936815611046
849,249.10261440812985
850,170.59705524466895
851,299.44154219416447
852,465.71738306650906
853,510.6134120173355
854,828.0205577239288
855,339.8914137880115
856,465.71738306650906
857,36.924901843644996
858,386.51391959259496
859,465.71738306650906
860,281.02263862207434
861,436.52137626359604
862,36.924901843644996
863,442.7925801739899
864,595.7282572705443
865,568.3211364031096
866,527.1656012806931
867,154.72188155758636
868,440.5050489159714
869,465.71738306650906
870,465.71738306650906
871,441.906787960328
872,465.71738306650906
873,454.57003606705615
874,512.4681351370141
875,96.87005849852609
876,225.53185135729527
877,440.0515681661374
878,525.674662982802
879,252.50198874512927
880,390.99121274172813
881,755.48238013235
882,525.674662982802
883,340.8450318640344
884,661.9802255114694
885,281.02263862207434
886,341.335615036768
887,508.38828272388275
888,571.4524978572563
889,36.924901843644996
890,490.06352206601116
891,225.53185135729527
892,702.6612579413537
893,96.87005849852609
894,571.9973974393802
895,501.79076733796404
896,989.0726243099015
897,441.453307210494
898,265.4512413078882
899,819.4267029703623
900,1192.709473063903
901,36.924901843644996
902,338.9699248845762
903,419.3825937358919
904,932.5217988299995
905,265.4512413078882
906,426.6625877700871
907,231.98619074064803
908,1022.9524606202909
909,441.453307210494
910,338.1349553352263
911,731.4440968088669
912,399.8144730171913
913,342.8032066652584
914,877.4432208712419
915,500.2539369391662
916,386.9275516694363
917,231.98619074064803
918,393.0315956634381
919,332.5349417866821
920,332.5349417866821
921,36.924901843644996
922,250.2691739920718
923,499.1043322971716
924,97.30783692261501
925,36.924901843644996
926,154.72188155758636
927,504.4754577681277
928,470.6229155682997
929,430.7116018714777
930,831.7199825955583
931,292.5933606632412
932,292.5933606632412
933,338.1349553352263
934,841.728689484222
935,1016.0808100140913
936,735.8070798415922
937,571.6200459479794
938,780.2609660925195
939,574.3637360732073
940,506.3733430598935
941,807.8301530337418
942,924.4867658080735
943,670.934618865992
944,720.8003457719169
945,36.924901843644996
946,338.1349553352263
947,520.0838792787456
948,337.80666620289463
949,36.924901843644996
950,466.8561560491322
951,574.787087027553
952,450.60303774285273
953,407.3716844548173
954,514.203792047999
955,505.09445151119115
956,465.71738306650906
957,386.51391959259496
958,516.5008607259681
959,342.0394997599526
960,513.7341210174441
961,36.924901843644996
962,96.87005849852609
963,301.8096020165818
964,545.5516918265134
965,361.70539103790145
966,1275.1892726019034
967,318.81976879062057
968,442.61379162653975
969,235.68938107994728
970,283.7188497342546
971,559.7588748430819
972,783.016986603085
973,231.98619074064803
974,337.48916145328093
975,468.60545647954336
976,511.0987343011483
977,390.99121274172813
978,338.44312913383243
979,494.81796972378856
980,702.6612579413537
981,96.87005849852609
982,567.3488686609795
983,380.1741412749674
984,784.6973640844425
985,36.924901843644996
986,300.84847485874536
987,510.35439402525196
988,724.2476273828019
989,154.72188155758636
990,413.36793179164704
991,36.924901843644996
992,118.66267534010605
993,113.03423506191542
994,281.02263862207434
995,482.74689253288824
996,407.87520068938994
997,525.674662982802
998,465.71738306650906
999,436.0411117475802
1000,1270.8402257497273
1001,465.71738306650906
1002,465.71738306650906
1003,96.87005849852609
1004,281.02263862207434
1005,411.79367938373
1006,702.6612579413537
1007,242.17354647453018
1008,426.32723853400574
1009,567.3488686609795
1010,520.8548226069453
1011,342.10289432998354
1012,427.07815266708405
1013,36.924901843644996
1014,36.924901843644996
1015,494.81796972378856
1016,285.82535378493185
1017,426.6625877700871
1018,510.34647885013396
1019,99.1710972306926
1020,301.8294786318979
1021,322.8648638816766
1022,425.6535530230106
1023,338.1349553352263
1024,932.2639249966685
1025,337.48916145328093
1026,523.1650926045552
1027,486.3703746740456
1028,937.2597041749264
1029,442.33909942415596
1030,441.51580613408316
1031,481.8676671770315
1032,527.1656012806931
1033,270.3821411917892
1034,919.8326131815636
1035,291.9272329227571
1036,281.02263862207434
1037,418.6093267665436
1038,428.01841739438447
1039,96.87005849852609
1040,36.924901843644996
1041,335.1259213327115
1042,264.97778809521236
1043,80.51032112263312
1044,425.89499492275513
1045,36.924901843644996
1046,347.2926288389987
1047,465.71738306650906
1048,384.16722237352855
1049,386.51391959259496
1050,281.02263862207434
1051,338.1349553352263
1052,210.98655857530295
1053,335.6782257687157
1054,404.709395878848
1055,228.19184585194427
1056,231.98619074064803
1057,492.1874312459351
1058,469.1075273704448
1059,450.338562609756
1060,832.7534950736422
1061,338.1349553352263
1062,227.45361542852316
1063,465.71738306650906
1064,527.1656012806931
1065,440.0515681661374
1066,565.239342671002
1067,670.2213785440631
1068,510.34647885013396
1069,362.4253420244559
1070,360.235289664305
1071,96.87005849852609
1072,304.3419263707572
1073,231.98619074064803
1074,380.31105799182035
1075,431.3612148063332
1076,358.68046961106114
1077,359.3262634930065
1078,697.5397592843764
1079,542.1557866083041
1080,430.83957225080417
1081,625.2186714403676
1082,956.3565562852991
1083,98.20763386902492
1084,402.97194946729826
1085,527.5412035875856
1086,702.6612579413537
1087,280.21691052039773
1088,268.0271706769917
1089,328.63636387741167
1090,361.7958083482858
1091,529.6095752648789
1092,389.1261014495165
1093,409.3301022197996
1094,1081.5693104567563
1095,407.97915098771625
1096,406.89424318585304
1097,602.4673053675741
1098,80.51032112263312
1099,513.0138639772834
1100,839.4295012753068
1101,540.8177857896038
1102,848.2495151658785
1103,379.25751715027815
1104,659.7239420184709
1105,362.9187572009544
1106,1372.2352860690557
1107,99.1710972306926
1108,96.87005849852609
1109,402.97194946729826
1110,920.1077586194203
1111,561.3013390372405
1112,1330.279496744558
1113,36.924901843644996
1114,36.924901843644996
1115,36.924901843644996
1116,361.46178754192437
1117,244.73907840575473
1118,229.49211978569264
1119,276.4681810794364
1120,683.0539265867347
1121,434.0743838201162
1122,434.0743838201162
1123,434.0743838201162
1124,514.5847351061324
1125,408.94499005654757
1126,909.2938436212424
1127,359.3262634930065
1128,360.3907996587995
1129,437.40402983756195
1130,960.3225839808244
1131,341.8398620349482
1132,222.64661700001568
1133,154.72188155758636
1134,447.73244344065955
1135,118.66267534010605
1136,36.924901843644996
1137,430.58323652701057
1138,465.71738306650906
1139,264.97778809521236
1140,335.74324441953104
1141,231.98619074064803
1142,340.75394978750643
1143,145.53434778768272
1144,386.51391959259496
1145,288.4617430017473
1146,945.9865384317591
1147,494.81796972378856
1148,653.0944737031867
1149,36.924901843644996
1150,36.924901843644996
1151,36.924901843644996
1152,784.1313762347455
1153,80.51032112263312
1154,80.51032112263312
1155,80.51032112263312
1156,702.6612579413537
1157,36.924901843644996
1158,489.492584165674
1159,381.2096461570901
1160,642.1585448059807
1161,36.924901843644996
1162,330.6391911475407
1163,465.71738306650906
1164,837.4676480817246
1165,36.924901843644996
1166,590.1202300931423
1167,373.79633602022886
1168,690.2822749455431
1169,36.924901843644996
1170,154.72188155758636
1171,563.8764301578127
1172,826.9957146146411
1173,451.9561920221845
1174,588.6775674254637
1175,429.4949403400533
1176,727.6426072799587
1177,448.9563372018263
1178,386.86212046782623
1179,385.2054370120345
1180,850.3732236310933
1181,559.7494452065719
1182,629.4436098169367
1183,131.97446074447097
1184,381.7690016813189
1185,264.97778809521236
1186,467.30812999916617
1187,96.87005849852609
1188,527.3577424299556
1189,514.70012441678
1190,673.9500084230235
1191,99.1710972306926
1192,425.5722602479985
1193,337.8264218511833
1194,510.34647885013396
1195,154.72188155758636
1196,258.5940862989369
1197,231.98619074064803
1198,154.72188155758636
1199,283.7188497342546
1200,279.1044330497444
1201,534.066837961741
1202,511.0987343011483
1203,231.98619074064803
1204,225.53185135729527
1205,614.5378871893072
1206,1006.8589988215555
1207,101.24697976117746
1208,338.1349553352263
1209,453.16326706524086
1210,622.6994454090927
1211,316.96832780970294
1212,327.43461016992063
1213,338.1349553352263
1214,427.7858433117521
1215,335.67542032958687
1216,621.0737012807729
1217,394.64541014082215
1218,588.6775674254637
1219,427.29416924971997
1220,892.5174925200495
1221,231.98619074064803
1222,36.924901843644996
1223,231.11360560083588
1224,36.924901843644996
1225,478.070016297069
1226,226.65227770995833
1227,423.72461673859755
1228,418.89697033813957
1229,582.3686302884233
1230,1127.2056521559934
1231,36.924901843644996
1232,37.47732612850754
1233,154.72188155758636
1234,36.924901843644996
1235,36.924901843644996
1236,389.4562101303842
1237,335.20339207003383
1238,335.6782257687157
1239,386.8322051606542
1240,80.51032112263312
1241,332.5349417866821
1242,850.2054432081421
1243,42.91817665526131
1244,559.1081451090937
1245,381.02573359285367
1246,824.8889017143342
1247,448.38840517997573
1248,405.71344423103835
1249,339.0733039733125
1250,711.4107082660462
1251,386.9275516694363
1252,347.1354396326114
1253,338.1349553352263
1254,940.5973727613277
1255,425.5722602479985
1256,231.11360560083588
1257,393.0315956634381
1258,629.2468571048648
1259,381.02573359285367
1260,589.1159335982327
1261,36.924901843644996
1262,231.11360560083588
1263,589.1159335982327
1264,376.4243468391586
1265,96.87005849852609
1266,281.02263862207434
1267,787.8010725799513
1268,788.2859998119281
1269,36.924901843644996
1270,101.24697976117746
1271,204.63080115457623
1272,533.3808600965181
1273,335.6782257687157
1274,252.9012364721533
1275,386.51391959259496
1276,510.34647885013396
1277,36.924901843644996
1278,231.98619074064803
1279,80.51032112263312
1280,336.37027772910557
1281,99.1710972306926
1282,281.02263862207434
1283,441.453307210494
1284,507.9785018988066
1285,433.4096804123149
1286,642.1585448059807
1287,231.11360560083588
1288,249.47155630843696
1289,36.924901843644996
1290,36.924901843644996
1291,556.8088102732335
1292,730.4950951157214
1293,586.359395512959
1294,1528.425953310931
1295,36.924901843644996
1296,36.924901843644996
1297,556.8088102732335
1298,498.4132006119629
1299,497.3398096025478
1300,702.6612579413537
1301,36.924901843644996
1302,454.358231400136
1303,433.4096804123149
1304,628.145327247667
1305,101.24697976117746
1306,231.11360560083588
1307,336.36828094956684
1308,380.1741412749674
1309,389.11203996832546
1310,425.2923809446747
1311,316.96832780970294
1312,426.32723853400574
1313,244.73907840575473
1314,445.92980986480893
1315,425.6535530230106
1316,928.358903373522
1317,244.73907840575473
1318,386.51391959259496
1319,469.1075273704448
1320,962.5170011041174
1321,37.47732612850754
1322,36.924901843644996
1323,339.5587461025206
1324,729.8442203128191
1325,589.1159335982327
1326,847.1392165729126
1327,387.9627315896334
1328,652.8732902765103
1329,695.7270197172263
1330,1094.3757889942997
1331,36.924901843644996
1332,569.8326375246006
1333,440.8671551370564
1334,1082.799366354299
1335,338.1349553352263
1336,36.924901843644996
1337,36.924901843644996
1338,154.72188155758636
1339,225.53185135729527
1340,154.72188155758636
1341,380.52247009340556
1342,410.7801255914775
1343,352.33165704468564
1344,516.0688879142324
1345,36.924901843644996
1346,96.87005849852609
1347,36.924901843644996
1348,448.44911099082935
1349,435.3349527980888
1350,579.3678458322833
1351,268.0271706769917
1352,712.2620903458235
1353,36.924901843644996
1354,36.924901843644996
1355,494.8754939720923
1356,499.6854928989708
1357,465.71738306650906
1358,990.2834163447327
1359,36.924901843644996
1360,499.29848804892936
1361,533.8159858250847
1362,1260.5519402577675
1363,36.924901843644996
1364,389.4562101303842
1365,419.2391303939357
